iter	Logloss
868	0.08747491961
869	0.08739837135
870	0.08733320112
871	0.0872249422
872	0.08713002826
873	0.08702421164
874	0.08689292371
875	0.08666670943
876	0.08654188439
877	0.08642575617
878	0.08627073343
879	0.08618200645
880	0.08604991511
881	0.0859839874
882	0.08592133944
883	0.08583560064
884	0.08575568348
885	0.0856692863
886	0.08557498455
887	0.08547897761
888	0.08540651997
889	0.08529139757
890	0.08518302018
891	0.0851096876
892	0.08490110685
893	0.08481971199
894	0.08470145613
895	0.08461688434
896	0.08446993902
897	0.08437128166
898	0.0842274189
899	0.08413869068
900	0.08402384669
901	0.08392561103
902	0.0838391684
903	0.08376531551
904	0.083702601
905	0.08360234847
906	0.0834712257
907	0.0833293587
908	0.08322086632
909	0.0831236432
910	0.08305458526
911	0.08295923596
912	0.08285422573
913	0.08278352842
914	0.08271460781
915	0.08261573265
916	0.08254509866
917	0.08242884427
918	0.08234504561
919	0.08218716408
920	0.08208675434
921	0.08202245583
922	0.08192915171
923	0.08182657758
924	0.08172275474
925	0.081645412
926	0.08149229238
927	0.08139131616
928	0.08128379807
929	0.08118657519
930	0.08110129659
931	0.08104009529
932	0.08098043079
933	0.08089913527
934	0.08072135001
935	0.08060545698
936	0.08051696618
937	0.08044665729
938	0.08037816063
939	0.08026949987
940	0.08007713258
941	0.07986214484
942	0.07976720954
943	0.07958528275
944	0.07944327469
945	0.07931253463
946	0.07921532368
947	0.07914766446
948	0.07907997717
949	0.07902716349
950	0.07893825869
951	0.07886343251
952	0.07863635421
953	0.07840326379
954	0.078311945
955	0.07820839956
956	0.07812071244
957	0.07794989968
958	0.07789437249
959	0.07780027166
960	0.07771766658
961	0.07761686345
962	0.0775344188
963	0.07745330706
964	0.07737778202
965	0.07729571859
966	0.07710777049
967	0.07695976148
968	0.07687448536
969	0.07674204484
970	0.07667267645
971	0.07657951141
972	0.0765002119
973	0.07624274095
974	0.07616543621
975	0.07609524503
976	0.07599530369
977	0.07582502663
978	0.07574308316
979	0.07566760555
980	0.07551530922
981	0.07544930577
982	0.07536173587
983	0.07527838523
984	0.07518924723
985	0.07508456657
986	0.07490086009
987	0.07480300143
988	0.07473897835
989	0.07462882251
990	0.07454745173
991	0.07446886922
992	0.07438842033
993	0.07432162116
994	0.07411723162
995	0.0740407976
996	0.07396800146
997	0.07390679742
998	0.07383800745
999	0.0737508369
